playerId,name,position,team,birthDate,weight,height,nationality,shootsCatches,primaryNumber,primaryPosition
8471346,Kris Versteeg,R,CGY,5/13/1986,176,71,CAN,R,10,R
8466260,Kyle Calder,L,ANA,1/5/1979,177,71,CAN,L,32,L
8471879,Kyle Cumiskey,D,CHI,12/2/1986,180,71,CAN,L,26,D
8475151,Kyle Palmieri,C,NYI,2/1/1991,185,71,USA,R,21,R
8480935,Lawrence Pilut,D,BUF,12/30/1995,180,71,SWE,L,24,D
8470740,Lee Stempniak,R,BOS,2/4/1983,195,71,USA,R,21,R
8473463,Leo Komarov,R,NYI,1/23/1987,209,71,FIN,L,47,R
8471324,Liam Reddox,L,EDM,1/27/1986,178,71,CAN,L,85,L
8478011,Louie Belpedio,D,MIN,5/14/1996,196,71,USA,R,47,D
8482078,Lucas Raymond,L,DET,3/28/2002,182,71,SWE,R,23,L
8476822,Luke Glendening,C,DAL,4/28/1989,192,71,USA,R,41,C
8477366,Luke Johnson,C,MIN,9/19/1994,179,71,USA,R,62,C
8482063,Marc Michaelis,L,VAN,7/31/1995,187,71,DEU,L,56,L
8475834,Marcus Sorensen,L,S.J,4/7/1992,175,71,SWE,L,20,L
8469623,Marek Zidlicky,D,NYI,2/3/1977,190,71,CZE,R,28,D
8479983,Mario Ferraro,D,SJS,9/17/1998,185,71,CAN,L,38,D
8470005,Mark Cullen,C,FLA,10/28/1978,182,71,USA,L,36,C
8478017,Mark Friedman,D,PIT,12/25/1995,185,71,CAN,R,59,D
8465026,Mark Parrish,R,BUF,2/2/1977,199,71,USA,R,10,R
8468309,Mark Streit,D,MTL,12/11/1977,186,71,CHE,L,32,D
8477448,Marko Dano,L,CBJ,11/30/1994,212,71,SVK,L,56,C
8460612,Marty Turco,G,BOS,8/13/1975,184,71,CAN,L,1,G
8451224,Mathieu Schneider,D,ARI,6/12/1969,192,71,USA,L,23,D
8481711,Matias Maccelli,L,ARI,10/14/2000,176,71,FIN,L,63,L
8473944,Matt Anderson,R,N.J,10/31/1982,195,71,USA,R,12,R
8474685,Matt Calvert,L,COL,12/24/1989,186,71,CAN,L,11,L
8476208,Matt Campanale,D,NYI,2/14/1988,200,71,USA,L,55,D
8465951,Matt Cooke,L,MIN,9/7/1978,216,71,CAN,L,24,L
8475168,Matt Duchene,C,NSH,1/16/1991,195,71,CAN,L,95,C
8471436,Matt Hunwick,D,BUF,5/21/1985,194,71,USA,L,48,D
8476442,Matt Nieto,L,SJS,11/5/1992,190,71,USA,L,83,L
8478146,Matthew Highmore,C,VAN,2/27/1996,188,71,CAN,L,36,C
8468695,Matthew Lombardi,C,ANA,3/18/1982,195,71,CAN,L,18,C
8476384,Max Friberg,R,ANA,11/20/1992,200,71,SWE,R,49,R
8476323,Max McCormick,L,SEA,5/1/1992,188,71,USA,L,17,L
8470171,Max Talbot,C,BOS,2/11/1984,186,71,CAN,L,25,C
8469798,Maxime Fortunus,D,DAL,7/28/1983,202,71,CAN,R,73,D
8474139,Maxime Macenauer,C,ANA,1/4/1989,188,71,CAN,L,40,C
8475739,Michael Bournival,L,T.B,5/31/1992,198,71,CAN,L,15,L
8478047,Michael Bunting,L,TOR,9/17/1995,197,71,CAN,L,58,L
8458976,Michael Peca,C,CBJ,3/26/1974,183,71,CAN,R,19,C
8474230,Micheal Haley,L,OTT,3/30/1986,205,71,CAN,L,18,C
8476447,Miikka Salomaki,R,NSH,3/9/1993,203,71,FIN,L,20,R
8471371,Mike Brown,R,MTL,6/24/1985,205,71,USA,R,13,R
8474729,Mike Murphy,G,CAR,1/15/1989,172,71,CAN,L,70,G
8470617,Mike Richards,C,WSH,2/11/1985,196,71,CAN,L,10,C
8451359,Mike Sillinger,C,NYI,6/29/1971,198,71,CAN,R,18,C
8476209,Mike Sislo,R,N.J,1/20/1988,190,71,USA,R,36,R
8471362,Mikhail Grabovski,C,NYI,1/31/1984,186,71,BLR,L,84,C
8480761,Mitch Reinke,D,STL,2/4/1996,181,71,USA,R,39,D
8478477,Mitchell Stephens,C,DET,2/5/1997,193,71,CAN,R,67,C
8480028,Morgan Frost,C,PHI,5/14/1999,170,71,CAN,L,48,C
8476855,Nail Yakupov,R,COL,10/6/1993,195,71,RUS,L,64,R
8470136,Nathan Oystrick,D,STL,12/17/1982,213,71,CAN,L,39,D
8476393,Nick Cousins,C,FLA,7/20/1993,185,71,CAN,L,25,C
8480018,Nick Suzuki,C,MTL,8/10/1999,201,71,CAN,R,14,C
8477979,Nicolas Aube-Kubel,R,WSH,5/10/1996,187,71,CAN,R,62,R
8480814,Nicolas Beaudin,D,CHI,10/7/1999,168,71,CAN,L,74,D
8476453,Nikita Kucherov,R,TBL,6/17/1993,178,71,RUS,L,86,R
8476300,Nikita Nesterov,D,CGY,3/28/1993,191,71,RUS,L,89,D
8478373,Nikita Soshnikov,R,NYI,10/14/1993,185,71,RUS,L,86,R
8477958,Nikolay Goldobin,R,VAN,10/7/1995,196,71,RUS,L,77,R
8480878,Nils Lundkvist,D,DAL,7/27/2000,187,71,SWE,R,27,D
8481629,Olle Alsing,D,OTT,5/1/1996,170,71,SWE,L,52,D
8478131,Ondrej Kase,R,CAR,11/8/1995,186,71,CZE,R,25,R
8481105,Otto Leskinen,D,MTL,2/6/1997,183,71,FIN,L,64,D
8480448,Parker Kelly,L,OTT,5/14/1999,168,71,CAN,L,45,C
8469752,Pascal Pelletier,L,VAN,6/16/1983,191,71,CAN,L,44,L
8471887,Patric Hornqvist,R,FLA,1/1/1987,189,71,SWE,R,72,R
8477887,Patrick Brown,C,PHI,5/29/1992,214,71,USA,R,36,C
8476219,Patrick Cannone,C,MIN,8/9/1986,199,71,USA,R,42,C
8470302,Patrick Dwyer,R,CAR,6/22/1983,175,71,USA,R,39,R
8470622,Patrick Eaves,R,ANA,5/1/1984,203,71,USA,R,18,R
8470649,Patrick O'Sullivan,C,ARI,2/1/1985,189,71,USA,L,18,C
8472394,Peter Harrold,D,N.J,6/8/1983,180,71,USA,R,37,D
8481522,Peyton Krebs,C,BUF,1/26/2001,180,71,CAN,L,18,C
8476857,Pontus Aberg,L,TOR,9/23/1993,196,71,SWE,R,20,L
8480160,Radim Simek,D,SJS,9/20/1992,200,71,CZE,L,51,D
8476244,Raphael Diaz,D,NYR,1/9/1986,197,71,CHE,R,33,D
8479335,Rasmus Asplund,C,BUF,12/3/1997,190,71,SWE,L,74,C
8480873,Rasmus Sandin,D,TOR,3/7/2000,183,71,SWE,L,38,D
8471514,Rich Peverley,C,DAL,7/8/1982,195,71,CAN,R,17,C
8460541,Richard Park,R,PIT,5/27/1976,190,71,USA,R,12,R
8471628,Rick Rypien,C,VAN,5/16/1984,190,71,CAN,R,11,C
8471516,Riley Armstrong,C,S.J,11/8/1984,185,71,CAN,R,40,C
8471238,Rob Schremp,C,ATL,7/1/1986,200,71,USA,L,13,C
8470608,Robert Nilsson,C,EDM,1/10/1985,185,71,SWE,L,12,C
8476834,Roman Cervenka,C,CGY,12/10/1985,201,71,CZE,L,10,C
8478078,Rourke Chartier,C,S.J,4/3/1996,190,71,CAN,L,60,C
8478870,Rudolfs Balcers,L,FLA,4/8/1997,175,71,LVA,L,38,L
8468560,Ryan Bayda,L,CAR,12/9/1980,185,71,CAN,L,18,L
8480847,Ryan Merkley,D,SJS,8/14/2000,170,71,CAN,R,6,D
8476465,Ryan Murphy,D,N.J,3/31/1993,181,71,CAN,R,6,D
8475727,Ryan Spooner,C,VAN,1/30/1992,191,71,CAN,L,23,C
8474040,Sam Gagner,C,WPG,8/10/1989,200,71,CAN,R,89,C
8479351,Sam Steel,C,MIN,2/3/1998,186,71,CAN,L,34,C
8467351,Scott Gomez,C,OTT,12/23/1979,200,71,USA,L,23,C
8476910,Scott Kosmachuk,R,WPG,1/24/1994,185,71,CAN,R,32,R
8471386,Scott Parse,L,L.A,9/5/1984,189,71,USA,R,21,L
8475304,Scott Timmins,C,FLA,9/11/1989,191,71,CAN,L,75,C
8476293,Scott Wilson,L,BUF,4/24/1992,186,71,CAN,L,20,L
8470176,Sean Bergenheim,L,MIN,2/8/1984,201,71,FIN,L,23,L
8480336,Sean Walker,D,LAK,11/13/1994,196,71,CAN,R,61,D
8480222,Sebastian Aho,D,NYI,2/17/1996,177,71,SWE,L,28,D
8478063,Shane Gersich,L,WSH,7/10/1996,175,71,USA,L,63,L
8475597,Shane Harper,R,FLA,2/1/1989,193,71,USA,R,38,R
8476386,Shane Prince,L,NYI,11/16/1992,193,71,USA,L,11,L
8476906,Shayne Gostisbehere,D,ARI,4/20/1993,180,71,USA,L,53,D
8471675,Sidney Crosby,C,PIT,8/7/1987,200,71,CAN,L,87,C
8474762,Stefan Della Rovere,L,STL,2/25/1990,205,71,CAN,L,19,L
8476205,Stephane Da Costa,C,OTT,7/11/1989,180,71,FRA,R,24,C
8462196,Stephane Robidas,D,TOR,3/3/1977,190,71,CAN,R,12,D
8469457,Stephen Weiss,C,DET,4/3/1983,190,71,CAN,L,90,C
8471703,Steve Downie,R,ARI,4/3/1987,191,71,CAN,R,17,R
8476162,Steve Oleksy,D,PIT,2/4/1986,188,71,USA,R,43,D
8474000,Steven Kampfer,D,BOS,9/24/1988,198,71,USA,R,44,D
8476466,Sven Baertschi,L,VGK,10/5/1992,190,71,CHE,L,47,L
8471698,T.J. Oshie,R,WSH,12/23/1986,195,71,USA,R,77,R
8479206,Tanner Fritz,C,NYI,8/20/1991,192,71,CAN,R,11,C
8476955,Taylor Leier,L,PHI,2/15/1994,180,71,CAN,L,20,L
8476882,Teuvo Teravainen,L,CAR,9/11/1994,191,71,FIN,L,86,L
8476974,Thomas Di Pauli,C,PIT,4/29/1994,188,71,USA,L,54,C
8475841,Tim Heed,D,S.J,1/27/1991,180,71,SWE,R,72,D
8471636,Tim Sestito,L,N.J,8/28/1984,195,71,USA,L,12,L
8460703,Tim Thomas,G,DAL,4/15/1974,201,71,USA,L,30,G
8474194,Timo Pielmeier,G,ANA,7/7/1989,175,71,DEU,L,30,G
8476356,Tobias Rieder,L,BUF,1/10/1993,186,71,DEU,L,22,R
8471768,Tom Pyatt,L,OTT,2/14/1987,185,71,CAN,L,10,L
8476617,Tomas Hyka,R,VGK,3/23/1993,160,71,CZE,R,38,R
8469521,Tomas Plekanec,C,MTL,10/31/1982,190,71,CZE,L,14,C
8477950,Tony DeAngelo,D,PHI,10/24/1995,180,71,USA,R,77,D
8471338,Torrey Mitchell,C,L.A,1/30/1985,186,71,CAN,R,71,C
8476329,Travis Boyd,C,ARI,9/14/1993,185,71,USA,R,72,C
8465056,Trent Whitfield,C,BOS,6/17/1977,209,71,CAN,L,42,C
8470110,Trevor Daley,D,DET,10/9/1983,195,71,CAN,L,83,D
8480883,Ty Smith,D,NJD,3/24/2000,175,71,CAN,L,24,D
8467483,Tyler Arnason,C,COL,3/16/1979,204,71,USA,L,39,C
8471311,Tyler Kennedy,C,N.J,7/15/1986,185,71,CAN,R,48,C
8477399,Tyrell Goulbourne,L,PHI,1/26/1994,195,71,CAN,L,39,L
8479370,Tyson Jost,C,MIN,3/14/1998,191,71,CAN,L,17,C
8469759,Vernon Fiddler,C,NSH,5/9/1980,205,71,CAN,L,83,C
8479755,Victor Antipin,D,BUF,12/6/1992,175,71,RUS,L,93,D
8478109,Victor Olofsson,L,BUF,7/18/1995,181,71,SWE,L,41,L
8481599,Victor Soderstrom,D,ARI,2/26/2001,179,71,SWE,R,77,D
8481572,Ville Heinola,D,WPG,2/3/2001,178,71,FIN,L,14,D
8473385,Ville Koistinen,D,FLA,6/17/1982,187,71,FIN,L,6,D
8459479,Ville Peltonen,L,FLA,5/24/1973,182,71,FIN,L,18,L
8479968,Vinni Lettieri,C,ANA,2/6/1995,191,71,USA,R,95,C
8471743,Vladimir Sobotka,C,BUF,7/2/1987,189,71,CZE,L,17,C
8471186,Yann Danis,G,N.J,6/21/1981,180,71,CAN,L,40,G
8474134,Yannick Weber,D,PIT,9/23/1988,200,71,CHE,R,7,D
8479483,Yohann Auvitu,D,EDM,7/27/1989,187,71,FRA,L,81,D
8481708,Zac Jones,D,NYR,10/18/2000,185,71,USA,L,6,D
8474045,Zach Hamill,C,BOS,9/23/1988,180,71,CAN,R,52,C
8470610,Zach Parise,L,NYI,7/28/1984,193,71,USA,L,11,L
8471804,Nathan Gerbe,C,CBJ,7/24/1987,176,64,USA,L,24,C
8476227,Joe Whitney,R,N.J,2/6/1988,167,66,USA,L,10,R
8476428,Rocco Grimaldi,R,NSH,2/8/1993,180,66,USA,R,23,C
8479337,Alex DeBrincat,R,OTT,12/18/1997,165,67,USA,R,12,L
8476206,Andy Miele,C,ARI,4/15/1988,169,67,USA,L,37,C
8470737,Brett Sterling,L,STL,4/24/1984,175,67,USA,L,29,L
8467407,Brian Gionta,R,BOS,1/18/1979,178,67,USA,R,12,R
8472368,Chris Conner,R,WSH,12/23/1983,181,67,USA,L,38,R
8481540,Cole Caufield,R,MTL,1/2/2001,162,67,USA,R,22,R
8471976,David Desharnais,C,NYR,9/14/1986,180,67,CAN,L,51,C
8479547,Matthew Phillips,C,CGY,4/6/1998,140,67,CAN,R,41,C
8476803,Shawn Hunwick,G,CBJ,4/9/1987,166,67,USA,L,31,G
8472410,Stephen Gionta,C,NYI,10/9/1983,177,67,USA,R,10,C
8480441,Trey Fix-Wolansky,R,CBJ,5/26/1999,186,67,CAN,R,64,R
8481553,Bobby Brink,R,PHI,7/8/2001,166,68,USA,R,46,R
8475295,Brandon Kozun,R,TOR,3/8/1990,167,68,USA,R,67,R
8476207,Brian Gibbons,C,CAR,2/26/1988,175,68,USA,L,23,C
8474715,Cam Atkinson,R,PHI,6/5/1989,179,68,USA,R,13,R
8471246,Chris Bourque,L,BOS,1/29/1986,174,68,USA,L,56,L
8477839,Conor Sheary,L,WSH,6/8/1992,176,68,USA,L,43,L
8476195,Cory Conacher,C,T.B,12/14/1989,180,68,CAN,L,89,C
8478365,Danick Martel,L,T.B,12/12/1994,162,68,CAN,L,62,L
8465914,Francis Bouillon,D,MTL,10/17/1975,194,68,USA,L,55,D
8482072,Jack Ahcan,D,BOS,5/18/1997,178,68,USA,L,54,D
8480304,Jayden Halbgewachs,L,SJS,3/22/1997,160,68,CAN,L,89,L
8478176,Joe Hicketts,D,DET,5/4/1996,180,68,CAN,L,2,D
8479977,Kailer Yamamoto,R,EDM,9/29/1998,153,68,USA,R,56,R
8469779,Keith Aucoin,C,STL,11/6/1978,171,68,USA,L,15,C
8479304,Kyle Criscuolo,C,DET,5/5/1992,180,68,USA,R,51,C
8476415,Kyle Rau,C,MIN,10/24/1992,177,68,USA,L,37,C
8475677,Linus Klasen,L,NSH,2/19/1986,176,68,SWE,L,58,L
8476062,Mark Arcobello,R,TOR,8/12/1988,174,68,USA,R,33,R
8466378,Martin St. Louis,R,NYR,6/18/1975,180,68,CAN,L,26,R
8475692,Mats Zuccarello,R,MIN,9/1/1987,184,68,NOR,L,36,R
8472215,Ryan Vesce,R,S.J,4/7/1982,175,68,USA,R,53,R
8459687,Scott Nichol,C,STL,12/31/1974,179,68,CAN,R,12,C
8466035,Sergei Samsonov,L,FLA,10/27/1978,188,68,RUS,R,14,L
8477566,Sergey Tolchinsky,L,CAR,2/3/1995,170,68,RUS,L,61,L
8476391,T.J. Tynan,C,LAK,2/25/1992,165,68,USA,R,68,C
8474870,Tyler Johnson,C,CHI,7/29/1990,183,68,USA,R,9,C
8475836,Alex Friesen,C,VAN,1/30/1991,186,69,CAN,L,53,C
8474670,Andre Petersson,R,OTT,9/11/1990,175,69,SWE,R,20,R
8473682,Andrew Ebbett,C,PIT,1/2/1983,174,69,CAN,L,25,C
8481626,Arttu Ruotsalainen,C,BUF,10/29/1997,185,69,FIN,L,25,C
8478512,Austin Czarnik,C,DET,12/12/1992,170,69,USA,R,27,C
8476779,Brad Hunt,D,VAN,8/24/1988,187,69,CAN,L,77,D
8473419,Brad Marchand,L,BOS,5/11/1988,181,69,CAN,L,63,L
8475848,Brendan Gallagher,R,MTL,5/6/1992,184,69,CAN,R,11,R
8471187,Brett Lebda,D,CBJ,1/15/1982,195,69,USA,L,23,D
8478881,Brett Seney,L,TOR,2/28/1996,156,69,CAN,L,43,L
8476772,Brian O'Neill,R,N.J,6/1/1988,175,69,USA,L,18,R
8480858,Cameron Hillis,C,MTL,6/24/2000,175,69,CAN,R,88,C
8478029,Chase De Leo,C,ANA,10/25/1995,179,69,USA,L,58,C
8476224,Chay Genoway,D,MIN,12/20/1986,177,69,CAN,L,47,D
8475749,Christian Thomas,L,ARI,5/26/1992,175,69,CAN,R,39,L
8476278,Colin Blackwell,C,CHI,3/28/1993,190,69,USA,R,42,C
8477881,Connor Jones,C,NYI,8/16/1990,182,69,CAN,L,48,C
8470705,Corey Locke,C,OTT,5/8/1984,175,69,CAN,L,37,C
8473924,Cory Murphy,D,N.J,2/13/1978,175,69,CAN,R,18,D
8477583,Curtis Valk,C,FLA,2/8/1993,170,69,CAN,L,14,C
8475105,Dan Sexton,R,ANA,4/29/1987,180,69,USA,R,42,R
8464975,Daniel Briere,C,COL,10/6/1977,174,69,CAN,R,48,C
8468121,Darren Haydar,R,COL,10/22/1979,170,69,CAN,R,12,R
8474660,David Warsofsky,D,COL,5/30/1990,170,69,USA,L,5,D
8478843,Denis Malgin,C,TOR,1/18/1997,177,69,CHE,R,62,C
8469485,Derek Roy,C,EDM,5/4/1983,184,69,CAN,L,8,C
8466399,Eric Perrin,C,ATL,11/1/1975,180,69,CAN,L,11,C
8478366,Frank Vatrano,R,ANA,3/14/1994,201,69,USA,L,72,C
8479933,Gerry Mayhew,C,ANA,12/31/1992,166,69,USA,L,26,C
8480164,Henrik Haapala,L,FLA,2/28/1994,165,69,FIN,L,25,L
8480196,Jacob Bryson,D,BUF,11/18/1997,175,69,CAN,L,78,D
8474716,Jared Spurgeon,D,MIN,11/29/1989,167,69,CAN,R,46,D
8481441,Joe Snively,C,WSH,1/1/1996,176,69,USA,L,91,C
8476346,Johnny Gaudreau,L,CBJ,8/13/1993,165,69,USA,L,13,L
8476539,Jonathan Marchessault,C,VGK,12/27/1990,174,69,CAN,R,81,C
8475147,Jordan Schroeder,L,CBJ,9/29/1990,170,69,USA,R,11,C
8469547,Jordin Tootoo,R,CHI,2/2/1983,195,69,CAN,R,22,R
8479941,Justin Danforth,R,CBJ,3/15/1993,180,69,CAN,R,17,R
8480082,Justin Kloos,C,ANA,11/30/1993,175,69,USA,R,82,C
8476971,Kevin Roy,L,ANA,5/20/1993,170,69,CAN,L,63,L
8478864,Kirill Kaprizov,L,MIN,4/26/1997,201,69,RUS,L,97,L
8473931,Lee Sweatt,D,VAN,8/13/1985,195,69,USA,R,57,D
8469765,Marc-Andre Bergeron,D,CAR,10/13/1980,190,69,CAN,L,47,D
8482079,Marco Rossi,C,MIN,9/23/2001,182,69,AUT,L,23,C
8474837,Mark Cundari,D,CGY,4/23/1990,195,69,CAN,L,45,D
8470366,Martin St Pierre,C,MTL,8/11/1983,188,69,CAN,L,57,C
8476891,Matt Grzelcyk,D,BOS,1/5/1994,174,69,USA,L,48,D
8476285,Matthew Peca,C,STL,4/27/1993,182,69,CAN,L,63,C
8474582,Mattias Tedenby,R,N.J,2/21/1990,175,69,SWE,L,21,R
8469500,Michael Cammalleri,L,EDM,6/8/1982,185,69,CAN,L,13,L
8479619,Michael Carcone,L,ARI,5/19/1996,170,69,CAN,L,53,L
8476225,Mike Connolly,L,COL,7/3/1989,180,69,CAN,L,18,L
8477573,Nathan Walker,L,STL,2/7/1994,186,69,AUS,L,79,L
8477464,Nic Petan,C,VAN,3/22/1995,179,69,CAN,L,19,L
8481720,Nicholas Abruzzese,C,TOR,6/4/1999,160,69,USA,L,26,C
8481582,Nicholas Robertson,L,TOR,9/11/2001,164,69,USA,L,89,L
8483565,Nick Blankenburg,D,CBJ,5/12/1998,175,69,USA,R,77,D
8470741,Nigel Dawes,L,MTL,2/9/1985,200,69,CAN,L,34,L
8477038,Nikita Gusev,L,FLA,7/8/1992,163,69,RUS,R,97,L
8481535,Nils Hoglander,L,VAN,12/20/2000,185,69,SWE,L,36,L
8474038,Paul Byron,L,MTL,4/27/1989,163,69,CAN,L,41,L
8473505,Peter LeBlanc,C,WSH,2/3/1988,195,69,CAN,L,64,C
8480459,Pius Suter,C,DET,5/24/1996,176,69,CHE,L,24,C
8481093,Rafael Harvey-Pinard,L,MTL,1/6/1999,182,69,CAN,L,49,L
8479514,Rem Pitlick,C,MTL,4/2/1997,196,69,CAN,L,16,C
8479066,Ryan Lomberg,L,FLA,12/9/1994,187,69,CAN,L,56,L
8471634,Ryan Shannon,R,T.B,3/2/1983,175,69,USA,R,22,R
8476495,Seth Griffith,C,EDM,1/4/1993,190,69,CAN,R,25,C
8480326,Sheldon Dries,C,VAN,4/23/1994,185,69,USA,L,15,C
8476805,Spencer Abbott,L,CHI,4/30/1988,170,69,CAN,R,24,L
8460719,Steve Sullivan,L,N.J,7/6/1974,165,69,CAN,R,15,L
8472379,Tim Stapleton,C,WPG,7/19/1982,180,69,USA,R,14,C
8476792,Torey Krug,D,STL,4/12/1991,186,69,USA,L,47,D
8474589,Tyler Ennis,R,OTT,10/6/1989,161,69,CAN,L,63,L
8481703,Valtteri Puustinen,R,PIT,6/4/1999,183,69,FIN,R,76,R
8479376,Victor Mete,D,TOR,6/7/1998,183,69,CAN,L,53,D
8478042,Viktor Arvidsson,R,LAK,4/8/1993,180,69,SWE,R,33,R
8476994,Vinnie Hinostroza,C,BUF,4/3/1994,173,69,USA,R,13,C
8479411,Vitaly Abramov,L,OTT,5/8/1998,171,69,RUS,L,85,R
8476826,Yanni Gourde,C,SEA,12/15/1991,172,69,CAN,L,37,C
8477180,Aaron Dell,G,BUF,5/4/1989,205,72,CAN,L,30,G
8474030,Aaron Palushaj,R,CAR,9/7/1989,187,72,USA,R,37,R
8475619,Aaron Volpatti,L,WSH,5/30/1985,215,72,CAN,L,17,L
8476431,Adam Clendening,D,CBJ,10/26/1992,196,72,USA,R,6,D
8474641,Adam Henrique,C,ANA,2/6/1990,197,72,CAN,L,14,C
8480341,Adam Johnson,C,PIT,6/22/1994,174,72,USA,L,47,C
8476330,Adam Wilcox,G,BUF,11/26/1992,189,72,USA,L,32,G
8476409,Alan Quine,C,CGY,2/25/1993,203,72,CAN,L,89,C
8469466,Ales Hemsky,R,MTL,8/13/1983,177,72,CZE,R,83,R
8475968,Alex Belzile,R,MTL,8/31/1991,196,72,CAN,R,60,R
8476283,Alex Broadhurst,C,CBJ,3/7/1993,178,72,USA,L,25,C
8480113,Alex Iafallo,L,LAK,12/21/1993,188,72,USA,L,19,L
8477968,Alex Nedeljkovic,G,DET,1/7/1996,189,72,USA,L,39,G
8471774,Alex Stalock,G,CHI,7/28/1987,198,72,USA,L,32,G
8482125,Alexander Holtz,R,NJD,1/23/2002,195,72,SWE,R,10,R
8481014,Alexander Romanov,D,NYI,1/6/2000,208,72,RUS,L,27,D
8470257,Alexander Steen,L,STL,3/1/1984,211,72,SWE,L,20,L
8481630,Alexander Yelesin,D,CGY,2/7/1996,195,72,RUS,R,45,D
8479657,Alexandre Fortin,L,CHI,2/25/1997,184,72,CAN,L,84,L
8480074,Alexandre Texier,C,CBJ,9/13/1999,187,72,FRA,L,42,C
8478075,Anders Bjork,L,BUF,8/5/1996,190,72,USA,L,10,L
8480158,Andreas Borgman,D,T.B,6/18/1995,199,72,SWE,L,55,D
8470603,Andrei Kostitsyn,L,NSH,2/3/1985,214,72,BLR,L,46,L
8467496,Andrei Markov,D,MTL,12/20/1978,200,72,RUS,L,79,D
8471284,Andrej Sekera,D,DAL,6/8/1986,200,72,SVK,L,2,D
8471409,Andrew Gordon,R,VAN,12/13/1985,194,72,CAN,R,20,R
8478519,Anthony Cirelli,C,TBL,7/15/1997,180,72,CAN,L,71,C
8477320,Anton Blidh,L,COL,3/14/1995,201,72,SWE,L,81,L
8475165,Anton Lander,C,EDM,4/24/1991,184,72,SWE,L,51,C
8475210,Anton Rodin,R,VAN,11/21/1990,186,72,SWE,L,38,R
8468704,Antti Miettinen,R,WPG,7/3/1980,190,72,FIN,R,20,R
8477293,Antti Raanta,G,CAR,5/12/1989,195,72,FIN,L,32,G
8480965,Antti Suomela,C,S.J,3/17/1994,180,72,FIN,L,40,C
8477476,Artturi Lehkonen,L,COL,7/4/1995,177,72,FIN,L,62,L
8467890,Barret Jackman,D,NSH,3/5/1981,203,72,CAN,L,5,D
8480259,Ben Jones,C,VGK,2/26/1999,187,72,CAN,L,64,C
8481827,Ben McCartney,L,ARI,7/13/2001,182,72,CAN,L,90,L
8476043,Ben Street,C,N.J,2/13/1987,190,72,CAN,L,46,C
8475833,Bill Arnold,C,CGY,5/13/1992,193,72,USA,R,46,C
8474035,Bill Sweatt,L,VAN,9/21/1988,190,72,USA,L,42,L
8477500,Bo Horvat,C,VAN,4/5/1995,215,72,CAN,L,53,C
8475637,Bobby Butler,R,FLA,4/26/1987,189,72,USA,R,26,R
8480955,Bogdan Kiselevich,D,FLA,2/14/1990,202,72,RUS,L,55,D
8470159,Boyd Gordon,C,PHI,10/19/1983,200,72,CAN,R,27,C
8468504,Brad Boyes,R,TOR,4/17/1982,199,72,CAN,R,28,R
8473927,Brad Mills,C,CHI,5/3/1983,195,72,CAN,R,51,C
8467389,Brad Richards,C,DET,5/2/1980,199,72,CAN,L,17,C
8470755,Brad Richardson,R,VAN,2/4/1985,190,72,CAN,L,15,C
8475097,Brad Thiessen,G,PIT,3/19/1986,180,72,CAN,L,35,G
8477986,Brandon Montour,D,FLA,4/11/1994,193,72,CAN,R,26,D
8475204,Brandon Pirri,C,CHI,4/10/1991,186,72,CAN,L,73,C
8471283,Brandon Prust,L,VAN,3/16/1984,195,72,CAN,L,9,L
8479293,Brandon Tanev,L,SEA,12/31/1991,180,72,CAN,L,13,L
8481530,Brayden Tracey,L,ANA,5/28/2001,177,72,CAN,L,56,L
8465122,Brett Clark,D,MIN,12/23/1976,194,72,CAN,L,5,D
8474236,Brett Gallant,L,NYI,12/28/1988,191,72,CAN,L,56,L
8471840,Brett Sutter,L,MIN,6/2/1987,200,72,CAN,L,27,L
8468427,Brian Pothier,D,CAR,4/15/1977,204,72,USA,L,5,D
8482369,Brinson Pasichnuk,D,S.J,11/24/1997,205,72,CAN,L,50,D
8476934,Brock McGinn,L,PIT,2/2/1994,187,72,CAN,L,23,L
8473412,Bryan Little,C,WPG,11/12/1987,191,72,CAN,R,18,C
8470988,Bryan Rodney,D,EDM,4/22/1984,195,72,CAN,R,33,D
8473431,Bud Holloway,C,MTL,3/1/1988,194,72,CAN,R,52,C
8471811,Cal O'Reilly,C,MIN,9/30/1986,188,72,CAN,L,21,C
8470123,Cam Janssen,R,N.J,4/15/1984,215,72,USA,R,25,R
8469733,Cam Paddock,C,STL,3/22/1983,178,72,CAN,R,65,C
8479336,Carl Grundstrom,R,LAK,12/1/1997,201,72,SWE,L,38,R
8475622,Carter Hutton,G,ARI,12/19/1985,198,72,CAN,L,40,G
8479193,Casey DeSmith,G,PIT,8/13/1991,181,72,USA,L,1,G
8475602,Casey Wellman,C,WSH,10/18/1987,173,72,USA,R,48,C
8476905,Chandler Stephenson,C,VGK,4/22/1994,203,72,CAN,L,18,C
8479325,Charlie McAvoy,D,BOS,12/21/1997,208,72,USA,R,73,D
8479597,Chase Priskie,D,FLA,3/19/1996,185,72,USA,R,22,D
8470329,Chris Campoli,D,MTL,7/9/1984,200,72,CAN,L,17,D
8446053,Chris Chelios,D,ATL,1/25/1962,191,72,USA,R,24,D
8460567,Chris Clark,R,CBJ,3/8/1976,191,72,USA,R,71,R
8470274,Chris Higgins,L,VAN,6/2/1983,205,72,USA,L,20,L
8467967,Chris Kelly,C,ANA,11/11/1980,190,72,CAN,L,22,C
